,team_name,length,width,target,goal,length_translated,width_translated,matchdate,opponent_team_name
7,Northwestern Wildcats,391.4571254,152.61840888,off_target,False,28.400421754975913,35.96026919122142,2024-09-21,Washington Huskies
8,Northwestern Wildcats,465.34761552,127.54549023999998,off_target,False,6.101360160300295,43.462903227865695,2024-09-21,Washington Huskies
9,Northwestern Wildcats,465.34761552,127.54549023999998,off_target,False,6.101360160300295,43.462903227865695,2024-09-21,Washington Huskies
10,Northwestern Wildcats,465.3530634,94.9600827,off_target,False,6.099716070357417,53.21351867147439,2024-09-21,Washington Huskies
11,Northwestern Wildcats,465.3530634,94.9600827,off_target,False,6.099716070357417,53.21351867147439,2024-09-21,Washington Huskies
12,Northwestern Wildcats,414.78912424,205.25872975999997,off_target,False,21.35916815907867,20.20857036410142,2024-09-21,Washington Huskies
13,Northwestern Wildcats,414.78912424,205.25872976,off_target,False,21.35916815907867,20.208570364101405,2024-09-21,Washington Huskies
14,Northwestern Wildcats,418.6827585000001,115.01593375000002,off_target,False,20.184126688249656,47.21215469458407,2024-09-21,Washington Huskies
15,Northwestern Wildcats,418.6827585000001,115.01593375000002,off_target,False,20.184126688249656,47.21215469458407,2024-09-21,Washington Huskies
16,Northwestern Wildcats,418.68275850000003,115.01593375000002,off_target,False,20.18412668824967,47.21215469458407,2024-09-21,Washington Huskies
17,Northwestern Wildcats,461.46154225,205.26009088,off_target,False,7.274119835712128,20.208163072657335,2024-09-21,Washington Huskies
18,Northwestern Wildcats,461.46154225,205.26009088,off_target,False,7.274119835712128,20.208163072657335,2024-09-21,Washington Huskies
19,Northwestern Wildcats,461.46154225,205.26009088,off_target,False,7.274119835712128,20.208163072657335,2024-09-21,Washington Huskies
20,Northwestern Wildcats,434.23375999999996,147.60000399999996,off_target,False,15.491063484253814,37.46193941170717,2024-09-21,Washington Huskies
21,Northwestern Wildcats,434.23375999999996,147.60000399999996,off_target,False,15.491063484253814,37.46193941170717,2024-09-21,Washington Huskies
22,Northwestern Wildcats,434.23375999999996,147.60000399999996,off_target,False,15.491063484253814,37.46193941170717,2024-09-21,Washington Huskies
23,Northwestern Wildcats,453.69217086,148.49250881999995,blocked,False,9.618801687140625,37.19487289517812,2024-09-21,Washington Huskies
24,Northwestern Wildcats,453.69217086,148.49250881999995,blocked,False,9.618801687140625,37.19487289517812,2024-09-21,Washington Huskies
25,Northwestern Wildcats,453.69217086,149.69940881999997,blocked,False,9.618801687140625,36.833729099003534,2024-09-21,Washington Huskies
26,Northwestern Wildcats,414.78954466,79.41406271999999,blocked,False,21.35904128251498,57.86539427921575,2024-09-21,Washington Huskies
27,Northwestern Wildcats,414.78954466,79.41406271999999,blocked,False,21.35904128251498,57.86539427921575,2024-09-21,Washington Huskies
28,Northwestern Wildcats,414.78954466,80.41711271999996,blocked,False,21.35904128251498,57.565249043692596,2024-09-21,Washington Huskies
29,Northwestern Wildcats,457.57628654,189.26494242000004,blocked,False,8.446632783557689,24.994432552498544,2024-09-21,Washington Huskies
30,Northwestern Wildcats,457.57628654,189.26494242000004,blocked,False,8.446632783557689,24.994432552498544,2024-09-21,Washington Huskies
31,Northwestern Wildcats,457.57628653999996,190.35064242,blocked,False,8.44663278355771,24.669555744555275,2024-09-21,Washington Huskies
0,Northwestern Wildcats,434.6403,147.47281,off_target,False,15.36837570012925,37.49999999999999,2024-11-03,Penn State Nittany Lion
1,Northwestern Wildcats,442.02813960000003,165.16164599999996,off_target,False,13.13883452339001,32.20692403434457,2024-11-03,Penn State Nittany Lion
2,Northwestern Wildcats,442.02813960000003,165.16164599999996,off_target,False,13.13883452339001,32.20692403434457,2024-11-03,Penn State Nittany Lion
3,Northwestern Wildcats,442.02813960000003,165.161646,off_target,False,13.13883452339001,32.20692403434456,2024-11-03,Penn State Nittany Lion
4,Northwestern Wildcats,356.44765931999996,142.58493147999997,off_target,False,38.96576296798975,38.96261248152539,2024-11-03,Penn State Nittany Lion
5,Northwestern Wildcats,356.44765931999996,142.58493147999997,off_target,False,38.96576296798975,38.96261248152539,2024-11-03,Penn State Nittany Lion
6,Northwestern Wildcats,372.00789418,109.99936228,off_target,False,34.26991327194284,48.71327629907235,2024-11-03,Penn State Nittany Lion
7,Northwestern Wildcats,372.00789418,109.99936227999999,off_target,False,34.26991327194284,48.71327629907235,2024-11-03,Penn State Nittany Lion
8,Northwestern Wildcats,449.80653421,150.1195717,off_target,False,10.791429597067378,36.70800267801186,2024-11-03,Penn State Nittany Lion
9,Northwestern Wildcats,449.80653421,150.1195717,off_target,False,10.791429597067378,36.70800267801186,2024-11-03,Penn State Nittany Lion
10,Northwestern Wildcats,368.11245584999995,140.07511395000003,off_target,False,35.445499184525914,39.71363164673351,2024-11-03,Penn State Nittany Lion
11,Northwestern Wildcats,368.11245584999995,140.07511395000003,off_target,False,35.445499184525914,39.71363164673351,2024-11-03,Penn State Nittany Lion
12,Northwestern Wildcats,368.11245585,140.07511395000003,off_target,False,35.4454991845259,39.71363164673351,2024-11-03,Penn State Nittany Lion
13,Northwestern Wildcats,438.11666384,140.07453154,off_target,False,14.31926029613384,39.7138059227782,2024-11-03,Penn State Nittany Lion
14,Northwestern Wildcats,438.11666384,140.07453154,off_target,False,14.31926029613384,39.7138059227782,2024-11-03,Penn State Nittany Lion
15,Northwestern Wildcats,438.11666384,140.07453154,off_target,False,14.31926029613384,39.7138059227782,2024-11-03,Penn State Nittany Lion
16,Northwestern Wildcats,438.1093144,152.6022796,off_target,False,14.321478248876879,35.965095597227524,2024-11-03,Penn State Nittany Lion
17,Northwestern Wildcats,438.1093144,152.6022796,off_target,False,14.321478248876879,35.965095597227524,2024-11-03,Penn State Nittany Lion
18,Northwestern Wildcats,438.1093144,152.60227959999997,off_target,False,14.321478248876879,35.96509559722753,2024-11-03,Penn State Nittany Lion
19,Northwestern Wildcats,407.0136029,132.56291055000003,off_target,False,23.705705974835325,41.961527622797455,2024-11-03,Penn State Nittany Lion
20,Northwestern Wildcats,407.0136029,132.56291055000003,off_target,False,23.705705974835325,41.961527622797455,2024-11-03,Penn State Nittany Lion
21,Northwestern Wildcats,407.0136029,132.56291055000003,off_target,False,23.705705974835325,41.961527622797455,2024-11-03,Penn State Nittany Lion
22,Northwestern Wildcats,434.24321019999996,192.7319801,off_target,False,15.488211553084597,23.95698193584805,2024-11-03,Penn State Nittany Lion
23,Northwestern Wildcats,434.24321019999996,192.7319801,off_target,False,15.488211553084597,23.95698193584805,2024-11-03,Penn State Nittany Lion
24,Northwestern Wildcats,434.2432102,192.73198010000002,off_target,False,15.488211553084575,23.956981935848034,2024-11-03,Penn State Nittany Lion
25,Northwestern Wildcats,449.78916053,152.59989241,off_target,True,10.796672717796667,35.96580992224102,2024-11-03,Penn State Nittany Lion
26,Northwestern Wildcats,449.78916053,152.59989241,off_target,True,10.796672717796667,35.96580992224102,2024-11-03,Penn State Nittany Lion
27,Northwestern Wildcats,449.78916053,152.59989241,off_target,True,10.796672717796667,35.96580992224102,2024-11-03,Penn State Nittany Lion
28,Northwestern Wildcats,434.23380068,152.61471372,off_target,True,15.49105120762897,35.961374903467565,2024-11-03,Penn State Nittany Lion
29,Northwestern Wildcats,434.23380068,152.61471372,off_target,True,15.49105120762897,35.961374903467565,2024-11-03,Penn State Nittany Lion
30,Northwestern Wildcats,434.23380068,152.61471372,off_target,True,15.49105120762897,35.961374903467565,2024-11-03,Penn State Nittany Lion
31,Northwestern Wildcats,407.00945336,142.59364019999998,off_target,True,23.706958244889293,38.96000654880468,2024-11-03,Penn State Nittany Lion
32,Northwestern Wildcats,407.00945336,142.59364019999998,off_target,True,23.706958244889293,38.96000654880468,2024-11-03,Penn State Nittany Lion
33,Northwestern Wildcats,407.00945336,142.59364019999998,off_target,True,23.706958244889293,38.96000654880468,2024-11-03,Penn State Nittany Lion
34,Northwestern Wildcats,442.00717585,94.93274742999998,off_target,True,13.145161074367635,53.22169827473668,2024-11-03,Penn State Nittany Lion
35,Northwestern Wildcats,442.00717585,94.93274742999998,off_target,True,13.145161074367635,53.22169827473668,2024-11-03,Penn State Nittany Lion
36,Northwestern Wildcats,442.00717585,94.93274742999998,off_target,True,13.145161074367635,53.22169827473668,2024-11-03,Penn State Nittany Lion
37,Northwestern Wildcats,453.66305950000003,176.1220015,blocked,False,9.627587066811124,28.927228622385876,2024-11-03,Penn State Nittany Lion
38,Northwestern Wildcats,453.66305950000003,176.1220015,blocked,False,9.627587066811124,28.927228622385876,2024-11-03,Penn State Nittany Lion
39,Northwestern Wildcats,453.66305950000003,177.31450150000003,blocked,False,9.627587066811124,28.570393775308077,2024-11-03,Penn State Nittany Lion
40,Northwestern Wildcats,395.33082451999996,199.60527952,blocked,False,27.23139641577682,21.900266843642115,2024-11-03,Penn State Nittany Lion
41,Northwestern Wildcats,395.33082451999996,199.60527952,blocked,False,27.23139641577682,21.900266843642115,2024-11-03,Penn State Nittany Lion
42,Northwestern Wildcats,395.33082451999996,200.63067952,blocked,False,27.23139641577682,21.59343376004164,2024-11-03,Penn State Nittany Lion
43,Northwestern Wildcats,418.6925179,166.49651156,blocked,False,20.181181445074635,31.80748877399067,2024-11-03,Penn State Nittany Lion
44,Northwestern Wildcats,418.6925179,166.49651156,blocked,False,20.181181445074635,31.80748877399067,2024-11-03,Penn State Nittany Lion
45,Northwestern Wildcats,418.6925179,167.62136156000003,blocked,False,20.181181445074635,31.470897010690493,2024-11-03,Penn State Nittany Lion
0,Penn State Nittany Lion,434.6403,147.47281,off_target,False,15.36837570012925,37.49999999999999,2024-11-03,Northwestern Wildcats
1,Penn State Nittany Lion,445.91017504,115.017561,off_target,False,11.967293405599506,47.21166776837451,2024-11-03,Northwestern Wildcats
2,Penn State Nittany Lion,445.91017504,115.017561,off_target,False,11.967293405599506,47.21166776837451,2024-11-03,Northwestern Wildcats
3,Penn State Nittany Lion,379.78834464000005,190.22043366000003,off_target,False,31.921887920370523,24.708518447249432,2024-11-03,Northwestern Wildcats
4,Penn State Nittany Lion,379.78834464000005,190.22043366000003,off_target,False,31.921887920370523,24.708518447249432,2024-11-03,Northwestern Wildcats
5,Penn State Nittany Lion,395.33626047,155.11548757,off_target,False,27.22975592613222,35.213061901923844,2024-11-03,Northwestern Wildcats
6,Penn State Nittany Lion,395.33626047,155.11548757000003,off_target,False,27.22975592613222,35.21306190192384,2024-11-03,Northwestern Wildcats
7,Penn State Nittany Lion,387.56755455999996,180.19370102,off_target,False,29.574236945498498,27.70884348564298,2024-11-03,Northwestern Wildcats
8,Penn State Nittany Lion,387.56755455999996,180.19370101999996,off_target,False,29.574236945498498,27.708843485642987,2024-11-03,Northwestern Wildcats
9,Penn State Nittany Lion,434.23343420000003,112.50429223,off_target,False,15.491161805895125,47.96371965701882,2024-11-03,Northwestern Wildcats
10,Penn State Nittany Lion,434.23343420000003,112.50429223,off_target,False,15.491161805895125,47.96371965701882,2024-11-03,Northwestern Wildcats
11,Penn State Nittany Lion,434.2334342,112.50429223,off_target,False,15.491161805895146,47.96371965701882,2024-11-03,Northwestern Wildcats
12,Penn State Nittany Lion,414.79135694,165.15138619999996,off_target,False,21.35849436310381,32.20999410072951,2024-11-03,Northwestern Wildcats
13,Penn State Nittany Lion,414.79135694,165.15138619999996,off_target,False,21.35849436310381,32.20999410072951,2024-11-03,Northwestern Wildcats
14,Penn State Nittany Lion,414.79135694,165.15138619999996,off_target,False,21.35849436310381,32.20999410072951,2024-11-03,Northwestern Wildcats
15,Penn State Nittany Lion,414.7886461,155.14405349999998,off_target,True,21.3593124546882,35.20451404509938,2024-11-03,Northwestern Wildcats
16,Penn State Nittany Lion,414.7886461,155.14405349999998,off_target,True,21.3593124546882,35.20451404509938,2024-11-03,Northwestern Wildcats
17,Penn State Nittany Lion,414.78864610000005,155.14405350000004,off_target,True,21.359312454688187,35.20451404509936,2024-11-03,Northwestern Wildcats
18,Penn State Nittany Lion,410.89911240000004,144.547002,blocked,False,22.533116436905793,38.37549706520669,2024-11-03,Northwestern Wildcats
19,Penn State Nittany Lion,410.89911240000004,144.547002,blocked,False,22.533116436905793,38.37549706520669,2024-11-03,Northwestern Wildcats
20,Penn State Nittany Lion,410.89911240000004,145.558002,blocked,False,22.533116436905793,38.072972930703,2024-11-03,Northwestern Wildcats
0,Rutgers Scarlet Knights,434.6403,147.47281,off_target,False,15.36837570012925,37.49999999999999,2024-10-12,Northwestern Wildcats
1,Rutgers Scarlet Knights,395.35426579,147.61218914,off_target,False,27.224322185754268,37.45829322087401,2024-10-12,Northwestern Wildcats
2,Rutgers Scarlet Knights,395.35426579,147.61218914,off_target,False,27.224322185754268,37.45829322087401,2024-10-12,Northwestern Wildcats
3,Rutgers Scarlet Knights,407.00583422,187.70579682000002,off_target,False,23.708050448035443,25.46097970700422,2024-10-12,Northwestern Wildcats
4,Rutgers Scarlet Knights,407.00583422,187.70579682000002,off_target,False,23.708050448035443,25.46097970700422,2024-10-12,Northwestern Wildcats
5,Rutgers Scarlet Knights,407.00583422,187.70579682000002,off_target,False,23.708050448035443,25.46097970700422,2024-10-12,Northwestern Wildcats
6,Rutgers Scarlet Knights,434.247338,145.1045074,off_target,False,15.48696584384242,38.20867328813831,2024-10-12,Northwestern Wildcats
7,Rutgers Scarlet Knights,434.247338,145.1045074,off_target,False,15.48696584384242,38.20867328813831,2024-10-12,Northwestern Wildcats
8,Rutgers Scarlet Knights,438.10928823999996,202.73670371,off_target,False,14.321486143579591,20.96324271620032,2024-10-12,Northwestern Wildcats
9,Rutgers Scarlet Knights,438.10928823999996,202.73670371,off_target,False,14.321486143579591,20.96324271620032,2024-10-12,Northwestern Wildcats
10,Rutgers Scarlet Knights,461.453845,165.14423199999996,off_target,False,7.276442752390317,32.21213487042592,2024-10-12,Northwestern Wildcats
11,Rutgers Scarlet Knights,461.453845,165.14423199999996,off_target,False,7.276442752390317,32.21213487042592,2024-10-12,Northwestern Wildcats
12,Rutgers Scarlet Knights,461.453845,165.14423199999996,off_target,False,7.276442752390317,32.21213487042592,2024-10-12,Northwestern Wildcats
13,Rutgers Scarlet Knights,403.13391821,165.1615334,off_target,False,24.876537670899744,32.20695772793263,2024-10-12,Northwestern Wildcats
14,Rutgers Scarlet Knights,403.13391821,165.1615334,off_target,False,24.876537670899744,32.20695772793263,2024-10-12,Northwestern Wildcats
15,Rutgers Scarlet Knights,403.13391821,165.1615334,off_target,False,24.876537670899744,32.20695772793263,2024-10-12,Northwestern Wildcats
16,Rutgers Scarlet Knights,449.79213594000004,172.66948064000002,off_target,False,10.795774782883093,29.960335333590052,2024-10-12,Northwestern Wildcats
17,Rutgers Scarlet Knights,449.79213594000004,172.66948064000002,off_target,False,10.795774782883093,29.960335333590052,2024-10-12,Northwestern Wildcats
18,Rutgers Scarlet Knights,449.79213594000004,172.66948064000002,off_target,False,10.795774782883093,29.960335333590052,2024-10-12,Northwestern Wildcats
19,Rutgers Scarlet Knights,426.45165752,112.48066457999994,off_target,True,17.839587391129697,47.97078981959709,2024-10-12,Northwestern Wildcats
20,Rutgers Scarlet Knights,426.45165752,112.48066457999994,off_target,True,17.839587391129697,47.97078981959709,2024-10-12,Northwestern Wildcats
21,Rutgers Scarlet Knights,426.45165751999997,112.48066457999997,off_target,True,17.83958739112972,47.97078981959707,2024-10-12,Northwestern Wildcats
22,Rutgers Scarlet Knights,418.66996400000005,179.55272240000005,blocked,False,20.187987879901115,27.9006451693728,2024-10-12,Northwestern Wildcats
23,Rutgers Scarlet Knights,418.66996400000005,179.55272240000005,blocked,False,20.187987879901115,27.9006451693728,2024-10-12,Northwestern Wildcats
24,Rutgers Scarlet Knights,418.66996400000005,180.57872240000006,blocked,False,20.187987879901115,27.593632546226623,2024-10-12,Northwestern Wildcats
25,Rutgers Scarlet Knights,387.56127776,156.77522668,blocked,False,29.576131191288308,34.71641389227531,2024-10-12,Northwestern Wildcats
26,Rutgers Scarlet Knights,387.56127776,156.77522668,blocked,False,29.576131191288308,34.71641389227531,2024-10-12,Northwestern Wildcats
27,Rutgers Scarlet Knights,387.56127776000005,157.84142667999998,blocked,False,29.57613119128829,34.39737211956727,2024-10-12,Northwestern Wildcats
28,Rutgers Scarlet Knights,438.1097776,194.389526,blocked,False,14.321338461939305,23.46099020607788,2024-10-12,Northwestern Wildcats
29,Rutgers Scarlet Knights,438.1097776,194.389526,blocked,False,14.321338461939305,23.46099020607788,2024-10-12,Northwestern Wildcats
30,Rutgers Scarlet Knights,438.10977760000003,195.45152599999997,blocked,False,14.321338461939284,23.14320521018974,2024-10-12,Northwestern Wildcats
31,Rutgers Scarlet Knights,364.21634903999995,194.7710052,blocked,False,36.62128683452703,23.34683920230819,2024-10-12,Northwestern Wildcats
32,Rutgers Scarlet Knights,364.21634903999995,194.7710052,blocked,False,36.62128683452703,23.34683920230819,2024-10-12,Northwestern Wildcats
33,Rutgers Scarlet Knights,364.21634903999995,195.7634052,blocked,False,36.62128683452703,23.049880793721186,2024-10-12,Northwestern Wildcats
34,Rutgers Scarlet Knights,403.11269619,172.01590678999997,blocked,False,24.882942163959335,30.155905920440205,2024-10-12,Northwestern Wildcats
35,Rutgers Scarlet Knights,403.11269619,172.01590678999997,blocked,False,24.882942163959335,30.155905920440205,2024-10-12,Northwestern Wildcats
36,Rutgers Scarlet Knights,403.11269618999995,173.04475679,blocked,False,24.88294216395935,29.84804048445195,2024-10-12,Northwestern Wildcats
37,Rutgers Scarlet Knights,387.56561504,164.69282431999997,blocked,False,29.574822264067542,32.34721075341337,2024-10-12,Northwestern Wildcats
38,Rutgers Scarlet Knights,387.56561504,164.69282431999997,blocked,False,29.574822264067542,32.34721075341337,2024-10-12,Northwestern Wildcats
39,Rutgers Scarlet Knights,387.56561504,165.68762431999997,blocked,False,29.574822264067542,32.04953418664357,2024-10-12,Northwestern Wildcats
40,Rutgers Scarlet Knights,368.11116321000003,149.66039237,blocked,False,35.44588928423876,36.84540409184987,2024-10-12,Northwestern Wildcats
41,Rutgers Scarlet Knights,368.11116321000003,149.66039237,blocked,False,35.44588928423876,36.84540409184987,2024-10-12,Northwestern Wildcats
42,Rutgers Scarlet Knights,368.11116321000003,150.65204237,blocked,False,35.44588928423876,36.548670107694996,2024-10-12,Northwestern Wildcats
43,Rutgers Scarlet Knights,457.55627943,168.94988151,blocked,False,8.452670634673538,31.07336056356425,2024-10-12,Northwestern Wildcats
44,Rutgers Scarlet Knights,457.55627943,168.94988151,blocked,False,8.452670634673538,31.07336056356425,2024-10-12,Northwestern Wildcats
45,Rutgers Scarlet Knights,457.55627943,170.53553151,blocked,False,8.452670634673538,30.598882429166856,2024-10-12,Northwestern Wildcats
46,Rutgers Scarlet Knights,407.00044283999995,104.52436387999998,blocked,False,23.70967748711052,50.35157417480832,2024-10-12,Northwestern Wildcats
47,Rutgers Scarlet Knights,407.00044283999995,104.52436387999998,blocked,False,23.70967748711052,50.35157417480832,2024-10-12,Northwestern Wildcats
48,Rutgers Scarlet Knights,407.00044283999995,105.51826387999998,blocked,False,23.70967748711052,50.05416691735707,2024-10-12,Northwestern Wildcats
0,Northwestern Wildcats,434.6403,147.47281,off_target,False,15.36837570012925,37.49999999999999,2024-10-12,Rutgers Scarlet Knights
1,Northwestern Wildcats,407.01907916,190.22640028,off_target,False,23.70405332022647,24.706733040175834,2024-10-12,Rutgers Scarlet Knights
2,Northwestern Wildcats,407.01907916,190.22640028,off_target,False,23.70405332022647,24.706733040175834,2024-10-12,Rutgers Scarlet Knights
3,Northwestern Wildcats,449.78659796,192.7191156,off_target,False,10.797446063678912,23.960831413324122,2024-10-12,Rutgers Scarlet Knights
4,Northwestern Wildcats,449.78659796,192.7191156,off_target,False,10.797446063678912,23.960831413324122,2024-10-12,Rutgers Scarlet Knights
5,Northwestern Wildcats,449.78659796,192.7191156,off_target,False,10.797446063678912,23.960831413324122,2024-10-12,Rutgers Scarlet Knights
6,Northwestern Wildcats,461.46654550000005,145.09953787999999,off_target,False,7.272609928554338,38.21016033041022,2024-10-12,Rutgers Scarlet Knights
7,Northwestern Wildcats,461.46654550000005,145.09953787999999,off_target,False,7.272609928554338,38.21016033041022,2024-10-12,Rutgers Scarlet Knights
8,Northwestern Wildcats,430.35060809000004,210.27693976,off_target,False,16.66294153624596,18.706958458060114,2024-10-12,Rutgers Scarlet Knights
9,Northwestern Wildcats,430.35060809000004,210.27693976,off_target,False,16.66294153624596,18.706958458060114,2024-10-12,Rutgers Scarlet Knights
10,Northwestern Wildcats,414.77511150000004,137.56208325000003,off_target,False,21.363396997618807,40.46561229707841,2024-10-12,Rutgers Scarlet Knights
11,Northwestern Wildcats,414.77511150000004,137.56208325000003,off_target,False,21.363396997618807,40.46561229707841,2024-10-12,Rutgers Scarlet Knights
12,Northwestern Wildcats,430.33531824,112.49784463999998,off_target,False,16.667555787773736,47.965648985984586,2024-10-12,Rutgers Scarlet Knights
13,Northwestern Wildcats,430.33531824,112.49784463999998,off_target,False,16.667555787773736,47.965648985984586,2024-10-12,Rutgers Scarlet Knights
14,Northwestern Wildcats,430.33531824,112.49784463999998,off_target,False,16.667555787773736,47.965648985984586,2024-10-12,Rutgers Scarlet Knights
15,Northwestern Wildcats,445.90131024999994,177.68227663,off_target,True,11.969968668653173,28.460343475708456,2024-10-12,Rutgers Scarlet Knights
16,Northwestern Wildcats,445.90131024999994,177.68227663,off_target,True,11.969968668653173,28.460343475708456,2024-10-12,Rutgers Scarlet Knights
17,Northwestern Wildcats,445.90131024999994,177.68227663,off_target,True,11.969968668653173,28.460343475708456,2024-10-12,Rutgers Scarlet Knights
18,Northwestern Wildcats,469.23322321,140.05710019000003,off_target,True,4.928740990074985,39.71902195054474,2024-10-12,Rutgers Scarlet Knights
19,Northwestern Wildcats,469.23322321,140.05710019000003,off_target,True,4.928740990074985,39.71902195054474,2024-10-12,Rutgers Scarlet Knights
20,Northwestern Wildcats,469.23322320999995,140.05710019000003,off_target,True,4.928740990075006,39.71902195054474,2024-10-12,Rutgers Scarlet Knights
21,Northwestern Wildcats,410.90859581999996,56.92358094000001,blocked,False,22.530254480429896,64.59527908145652,2024-10-12,Rutgers Scarlet Knights
22,Northwestern Wildcats,410.90859581999996,56.92358094000001,blocked,False,22.530254480429896,64.59527908145652,2024-10-12,Rutgers Scarlet Knights
23,Northwestern Wildcats,410.90859581999996,57.91463094,blocked,False,22.530254480429896,64.29872463684735,2024-10-12,Rutgers Scarlet Knights
24,Northwestern Wildcats,399.22843336,139.59338416,blocked,False,26.05515547524491,39.85778089281106,2024-10-12,Rutgers Scarlet Knights
25,Northwestern Wildcats,399.22843336,139.59338416,blocked,False,26.05515547524491,39.85778089281106,2024-10-12,Rutgers Scarlet Knights
26,Northwestern Wildcats,399.22843336000005,140.59298416,blocked,False,26.055155475244895,39.558668009675664,2024-10-12,Rutgers Scarlet Knights
27,Northwestern Wildcats,383.6640514,154.41271269,blocked,False,30.75225670498971,35.4233550397309,2024-10-12,Rutgers Scarlet Knights
28,Northwestern Wildcats,383.6640514,154.41271269,blocked,False,30.75225670498971,35.4233550397309,2024-10-12,Rutgers Scarlet Knights
29,Northwestern Wildcats,383.6640514,155.45116269000002,blocked,False,30.75225670498971,35.112616971011455,2024-10-12,Rutgers Scarlet Knights
0,Northwestern Wildcats,434.6403,147.47281,off_target,False,15.36837570012925,37.49999999999999,2024-10-19,Michigan Wolverines
1,Northwestern Wildcats,453.67572959999995,167.6512048,off_target,False,9.623763417247424,31.461966941104166,2024-10-19,Michigan Wolverines
