,team_name,length,width,target,goal,length_translated,width_translated,matchdate,opp_backline_num,backline_num,opponent_team_name
26,Washington Huskies,757.6232583999999,434.17462,off_target,False,-82.1031239704721,-48.29052119771549,2024-09-21,4,4,Northwestern Wildcats
27,Washington Huskies,757.6232583999999,434.17462,off_target,False,-82.1031239704721,-48.29052119771549,2024-09-21,4,4,Northwestern Wildcats
0,Northwestern Wildcats,743.31654508,152.998225,off_target,False,-77.78556861223942,35.8466158351645,2024-09-21,4,4,Washington Huskies
1,Northwestern Wildcats,743.31654508,152.998225,off_target,False,-77.78556861223942,35.8466158351645,2024-09-21,4,4,Washington Huskies
2,Northwestern Wildcats,743.3165450800001,152.998225,off_target,False,-77.78556861223944,35.8466158351645,2024-09-21,4,4,Washington Huskies
3,Northwestern Wildcats,757.6655014400001,163.80346500000002,off_target,False,-82.11587229775182,32.61333603387408,2024-09-21,4,4,Washington Huskies
4,Northwestern Wildcats,757.6655014400001,163.80346500000002,off_target,False,-82.11587229775182,32.61333603387408,2024-09-21,4,4,Washington Huskies
5,Northwestern Wildcats,618.7089435500001,146.52283250000002,on_target,False,-40.180829799846975,37.78426421462459,2024-09-21,4,4,Washington Huskies
6,Northwestern Wildcats,618.7089435500001,146.52283250000002,on_target,False,-40.180829799846975,37.78426421462459,2024-09-21,4,4,Washington Huskies
7,Northwestern Wildcats,618.70894355,146.5228325,on_target,False,-40.18082979984693,37.784264214624606,2024-09-21,4,4,Washington Huskies
8,Northwestern Wildcats,757.66265088,111.96202600000001,off_target,False,-82.11501204072934,48.12598337798947,2024-09-21,4,4,Washington Huskies
9,Northwestern Wildcats,757.66265088,111.96202600000001,off_target,False,-82.11501204072934,48.12598337798947,2024-09-21,4,4,Washington Huskies
10,Northwestern Wildcats,628.0142451500001,434.19398349999994,on_target,False,-42.98903276613464,-48.29631538770407,2024-09-21,4,4,Washington Huskies
11,Northwestern Wildcats,628.0142451500001,434.19398349999994,on_target,False,-42.98903276613464,-48.29631538770407,2024-09-21,4,4,Washington Huskies
12,Northwestern Wildcats,628.0142451500001,434.19398349999994,on_target,False,-42.98903276613464,-48.29631538770407,2024-09-21,4,4,Washington Huskies
13,Northwestern Wildcats,757.6501067199999,133.56008400000002,off_target,False,-82.11122639800266,41.66314084246976,2024-09-21,4,4,Washington Huskies
14,Northwestern Wildcats,757.6501067199999,133.560084,off_target,False,-82.11122639800266,41.663140842469765,2024-09-21,4,4,Washington Huskies
15,Northwestern Wildcats,628.0180605,60.120935,off_target,False,-42.99018418256884,63.63852658916835,2024-09-21,4,4,Washington Huskies
16,Northwestern Wildcats,628.0180605,60.120935,off_target,False,-42.99018418256884,63.63852658916835,2024-09-21,4,4,Washington Huskies
17,Northwestern Wildcats,757.6536366400001,159.48081399999998,off_target,False,-82.11229167586694,33.90681402847002,2024-09-21,4,4,Washington Huskies
18,Northwestern Wildcats,757.65363664,159.480814,off_target,False,-82.11229167586691,33.906814028470016,2024-09-21,4,4,Washington Huskies
19,Northwestern Wildcats,631.5898159999999,107.63999999999999,on_target,False,-44.0680873845407,49.419274352225315,2024-09-21,4,4,Washington Huskies
20,Northwestern Wildcats,631.5898159999999,107.63999999999999,on_target,False,-44.0680873845407,49.419274352225315,2024-09-21,4,4,Washington Huskies
21,Northwestern Wildcats,631.5898159999999,107.63999999999999,on_target,False,-44.0680873845407,49.419274352225315,2024-09-21,4,4,Washington Huskies
0,Northwestern Wildcats,633.01199655,241.5559975,on_target,False,-44.49728052741605,9.347245430479177,2024-11-03,4,4,Penn State Nittany Lion
1,Northwestern Wildcats,633.01199655,241.5559975,on_target,False,-44.49728052741605,9.347245430479177,2024-11-03,4,4,Penn State Nittany Lion
2,Northwestern Wildcats,633.01199655,241.5559975,on_target,False,-44.49728052741605,9.347245430479177,2024-11-03,4,4,Penn State Nittany Lion
3,Northwestern Wildcats,674.55358644,152.98196144000002,on_target,True,-57.03392049547509,35.851482422120924,2024-11-03,4,4,Penn State Nittany Lion
4,Northwestern Wildcats,674.55358644,152.98196144000002,on_target,True,-57.03392049547509,35.851482422120924,2024-11-03,4,4,Penn State Nittany Lion
5,Northwestern Wildcats,674.5535864400001,152.98196144,on_target,True,-57.033920495475115,35.85148242212093,2024-11-03,4,4,Penn State Nittany Lion
6,Northwestern Wildcats,674.56523952,434.19200152,on_target,True,-57.037437223382355,-48.295722314722795,2024-11-03,4,4,Penn State Nittany Lion
7,Northwestern Wildcats,674.56523952,434.19200152,on_target,True,-57.037437223382355,-48.295722314722795,2024-11-03,4,4,Penn State Nittany Lion
8,Northwestern Wildcats,674.56523952,434.19200152,on_target,True,-57.037437223382355,-48.295722314722795,2024-11-03,4,4,Penn State Nittany Lion
9,Northwestern Wildcats,723.2565025600001,254.51516900000001,on_target,False,-71.73174324149372,5.469439157558952,2024-11-03,4,4,Penn State Nittany Lion
10,Northwestern Wildcats,723.2565025600001,254.51516900000001,on_target,False,-71.73174324149372,5.469439157558952,2024-11-03,4,4,Penn State Nittany Lion
11,Northwestern Wildcats,723.2565025600001,254.51516900000001,on_target,False,-71.73174324149372,5.469439157558952,2024-11-03,4,4,Penn State Nittany Lion
12,Northwestern Wildcats,743.3595222000001,434.210635,off_target,False,-77.79853847405099,-48.30129805894612,2024-11-03,4,4,Penn State Nittany Lion
13,Northwestern Wildcats,743.3595222000001,434.210635,off_target,False,-77.79853847405099,-48.30129805894612,2024-11-03,4,4,Penn State Nittany Lion
14,Northwestern Wildcats,743.3595222,434.210635,off_target,False,-77.79853847405096,-48.30129805894612,2024-11-03,4,4,Penn State Nittany Lion
15,Northwestern Wildcats,723.2408095999999,293.38804999999996,on_target,False,-71.72700733730528,-6.162593167060038,2024-11-03,4,4,Penn State Nittany Lion
16,Northwestern Wildcats,723.2408095999999,293.38804999999996,on_target,False,-71.72700733730528,-6.162593167060038,2024-11-03,4,4,Penn State Nittany Lion
17,Northwestern Wildcats,723.2408095999999,293.38804999999996,on_target,False,-71.72700733730528,-6.162593167060038,2024-11-03,4,4,Penn State Nittany Lion
18,Northwestern Wildcats,757.64561104,152.999125,off_target,False,-82.10986966799493,35.84634652584595,2024-11-03,4,4,Penn State Nittany Lion
19,Northwestern Wildcats,757.64561104,152.999125,off_target,False,-82.10986966799493,35.84634652584595,2024-11-03,4,4,Penn State Nittany Lion
20,Northwestern Wildcats,615.83822391,129.24936491000003,on_target,True,-39.314488894955886,42.953048420897815,2024-11-03,4,4,Penn State Nittany Lion
21,Northwestern Wildcats,615.83822391,129.24936491000003,on_target,True,-39.314488894955886,42.953048420897815,2024-11-03,4,4,Penn State Nittany Lion
22,Northwestern Wildcats,615.83822391,129.24936491,on_target,True,-39.314488894955886,42.95304842089783,2024-11-03,4,4,Penn State Nittany Lion
23,Northwestern Wildcats,615.8412775500001,340.92505750000004,on_target,False,-39.315410438531245,-20.387214384500965,2024-11-03,4,4,Penn State Nittany Lion
24,Northwestern Wildcats,615.8412775500001,340.92505750000004,on_target,False,-39.315410438531245,-20.387214384500965,2024-11-03,4,4,Penn State Nittany Lion
25,Northwestern Wildcats,615.8412775500001,340.9250575,on_target,False,-39.315410438531245,-20.387214384500936,2024-11-03,4,4,Penn State Nittany Lion
26,Northwestern Wildcats,628.00063435,434.14494735000005,on_target,True,-42.98492522716636,-48.28164217421434,2024-11-03,4,4,Penn State Nittany Lion
27,Northwestern Wildcats,628.00063435,434.14494735000005,on_target,True,-42.98492522716636,-48.28164217421434,2024-11-03,4,4,Penn State Nittany Lion
28,Northwestern Wildcats,628.00063435,434.14494735000005,on_target,True,-42.98492522716636,-48.28164217421434,2024-11-03,4,4,Penn State Nittany Lion
29,Northwestern Wildcats,628.0129101,60.120447,off_target,False,-42.9886298677084,63.63867261466552,2024-11-03,4,4,Penn State Nittany Lion
30,Northwestern Wildcats,628.0129101,60.120447,off_target,False,-42.9886298677084,63.63867261466552,2024-11-03,4,4,Penn State Nittany Lion
31,Northwestern Wildcats,638.7704015699999,103.3230505,on_target,False,-46.23508234764391,50.71104627228824,2024-11-03,4,4,Penn State Nittany Lion
32,Northwestern Wildcats,638.7704015699999,103.3230505,on_target,False,-46.23508234764391,50.71104627228824,2024-11-03,4,4,Penn State Nittany Lion
33,Northwestern Wildcats,638.7704015699999,103.3230505,on_target,False,-46.23508234764391,50.71104627228824,2024-11-03,4,4,Penn State Nittany Lion
34,Northwestern Wildcats,623.0230684200001,537.8947355,off_target,False,-41.48276914342176,-79.32695855900127,2024-11-03,4,4,Penn State Nittany Lion
35,Northwestern Wildcats,623.0230684200001,537.8947355,off_target,False,-41.48276914342176,-79.32695855900127,2024-11-03,4,4,Penn State Nittany Lion
0,Penn State Nittany Lion,757.66904432,153.00405,off_target,False,-82.11694148675318,35.84487280540833,2024-11-03,4,4,Northwestern Wildcats
1,Penn State Nittany Lion,757.66904432,153.00405,off_target,False,-82.11694148675318,35.84487280540833,2024-11-03,4,4,Northwestern Wildcats
2,Penn State Nittany Lion,628.0080281500001,152.9998625,on_target,False,-42.98715656710404,35.84612584182103,2024-11-03,4,4,Northwestern Wildcats
3,Penn State Nittany Lion,628.0080281500001,152.9998625,on_target,False,-42.98715656710404,35.84612584182103,2024-11-03,4,4,Northwestern Wildcats
4,Penn State Nittany Lion,628.00802815,152.9998625,on_target,False,-42.98715656710401,35.84612584182103,2024-11-03,4,4,Northwestern Wildcats
5,Penn State Nittany Lion,674.5849628,153.03261279999998,on_target,True,-57.0433894187847,35.83632588518183,2024-11-03,4,4,Northwestern Wildcats
6,Penn State Nittany Lion,674.5849628,153.03261279999998,on_target,True,-57.0433894187847,35.83632588518183,2024-11-03,4,4,Northwestern Wildcats
7,Penn State Nittany Lion,674.5849628,153.03261279999998,on_target,True,-57.0433894187847,35.83632588518183,2024-11-03,4,4,Northwestern Wildcats
8,Penn State Nittany Lion,714.68356634,297.7236885,on_target,False,-69.14455735997439,-7.459957444738919,2024-11-03,4,4,Northwestern Wildcats
9,Penn State Nittany Lion,714.68356634,297.7236885,on_target,False,-69.14455735997439,-7.459957444738919,2024-11-03,4,4,Northwestern Wildcats
10,Penn State Nittany Lion,714.68356634,297.7236885,on_target,False,-69.14455735997439,-7.459957444738919,2024-11-03,4,4,Northwestern Wildcats
11,Penn State Nittany Lion,757.66029344,434.1961195,off_target,False,-82.11430060005978,-48.29695454848678,2024-11-03,4,4,Northwestern Wildcats
12,Penn State Nittany Lion,757.66029344,434.1961195,off_target,False,-82.11430060005978,-48.29695454848678,2024-11-03,4,4,Northwestern Wildcats
13,Penn State Nittany Lion,757.63659408,297.71469950000005,off_target,False,-82.10714848227661,-7.457267643111791,2024-11-03,4,4,Northwestern Wildcats
14,Penn State Nittany Lion,757.63659408,297.71469950000005,off_target,False,-82.10714848227661,-7.457267643111791,2024-11-03,4,4,Northwestern Wildcats
15,Penn State Nittany Lion,628.0187033,60.121050999999994,off_target,False,-42.990378170141085,63.63849187818952,2024-11-03,4,4,Northwestern Wildcats
16,Penn State Nittany Lion,628.0187033,60.121050999999994,off_target,False,-42.990378170141085,63.63849187818952,2024-11-03,4,4,Northwestern Wildcats
0,Rutgers Scarlet Knights,628.00066615,434.1453431499999,on_target,True,-42.98493482393798,-48.281760610467956,2024-10-12,4,4,Northwestern Wildcats
1,Rutgers Scarlet Knights,628.00066615,434.1453431499999,on_target,True,-42.98493482393798,-48.281760610467956,2024-10-12,4,4,Northwestern Wildcats
2,Rutgers Scarlet Knights,628.0006661499999,434.14534315,on_target,True,-42.98493482393795,-48.281760610467984,2024-10-12,4,4,Northwestern Wildcats
3,Rutgers Scarlet Knights,757.6828785600001,434.20923050000005,off_target,False,-82.12111645662245,-48.30087778679291,2024-10-12,4,4,Northwestern Wildcats
4,Rutgers Scarlet Knights,757.6828785600001,434.2092305,off_target,False,-82.12111645662245,-48.30087778679288,2024-10-12,4,4,Northwestern Wildcats
5,Rutgers Scarlet Knights,628.00186055,86.0389945,on_target,False,-42.98529527626579,55.88299887576326,2024-10-12,4,4,Northwestern Wildcats
6,Rutgers Scarlet Knights,628.00186055,86.0389945,on_target,False,-42.98529527626579,55.88299887576326,2024-10-12,4,4,Northwestern Wildcats
7,Rutgers Scarlet Knights,628.0018605500001,86.0389945,on_target,False,-42.985295276265816,55.88299887576326,2024-10-12,4,4,Northwestern Wildcats
8,Rutgers Scarlet Knights,674.5923558000001,527.091795,off_target,False,-57.04562051729417,-76.09436684301974,2024-10-12,4,4,Northwestern Wildcats
9,Rutgers Scarlet Knights,674.5923558,527.091795,off_target,False,-57.04562051729414,-76.09436684301974,2024-10-12,4,4,Northwestern Wildcats
10,Rutgers Scarlet Knights,627.98332195,60.117416500000004,off_target,False,-42.979700599838466,63.639579438987596,2024-10-12,4,4,Northwestern Wildcats
11,Rutgers Scarlet Knights,627.98332195,60.1174165,off_target,False,-42.979700599838466,63.639579438987596,2024-10-12,4,4,Northwestern Wildcats
12,Rutgers Scarlet Knights,628.0376713500001,297.7340945,on_target,False,-42.996102448253154,-7.463071258926533,2024-10-12,4,4,Northwestern Wildcats
13,Rutgers Scarlet Knights,628.0376713500001,297.7340945,on_target,False,-42.996102448253154,-7.463071258926533,2024-10-12,4,4,Northwestern Wildcats
14,Rutgers Scarlet Knights,628.03767135,297.7340945,on_target,False,-42.996102448253126,-7.463071258926533,2024-10-12,4,4,Northwestern Wildcats
15,Rutgers Scarlet Knights,674.56771388,297.72125700000004,on_target,False,-57.03818394878584,-7.459229860729991,2024-10-12,4,4,Northwestern Wildcats
16,Rutgers Scarlet Knights,674.56771388,297.72125700000004,on_target,False,-57.03818394878584,-7.459229860729991,2024-10-12,4,4,Northwestern Wildcats
17,Rutgers Scarlet Knights,674.56771388,297.72125700000004,on_target,False,-57.03818394878584,-7.459229860729991,2024-10-12,4,4,Northwestern Wildcats
18,Rutgers Scarlet Knights,674.5567324,509.78387,on_target,False,-57.034869899866635,-70.9152718571842,2024-10-12,4,4,Northwestern Wildcats
19,Rutgers Scarlet Knights,674.5567324,509.78387,on_target,False,-57.034869899866635,-70.9152718571842,2024-10-12,4,4,Northwestern Wildcats
20,Rutgers Scarlet Knights,674.5567324,509.78387,on_target,False,-57.034869899866635,-70.9152718571842,2024-10-12,4,4,Northwestern Wildcats
0,Northwestern Wildcats,627.31265602,537.887663,off_target,False,-42.777303500316805,-79.32484223660632,2024-10-12,4,4,Rutgers Scarlet Knights
1,Northwestern Wildcats,627.31265602,537.887663,off_target,False,-42.777303500316805,-79.32484223660632,2024-10-12,4,4,Rutgers Scarlet Knights
2,Northwestern Wildcats,628.0013134,86.038966,on_target,False,-42.985130154454694,55.88300740389168,2024-10-12,4,4,Rutgers Scarlet Knights
3,Northwestern Wildcats,628.0013134,86.038966,on_target,False,-42.985130154454694,55.88300740389168,2024-10-12,4,4,Rutgers Scarlet Knights
4,Northwestern Wildcats,628.0013134000001,86.03896599999999,on_target,False,-42.98513015445472,55.88300740389168,2024-10-12,4,4,Rutgers Scarlet Knights
5,Northwestern Wildcats,757.66729696,297.72701900000004,off_target,False,-82.11641415924183,-7.4609540388338615,2024-10-12,4,4,Rutgers Scarlet Knights
6,Northwestern Wildcats,757.66729696,297.72701900000004,off_target,False,-82.11641415924183,-7.4609540388338615,2024-10-12,4,4,Rutgers Scarlet Knights
7,Northwestern Wildcats,757.66393136,153.00298750000002,off_target,False,-82.11539847073331,35.845190740020506,2024-10-12,4,4,Rutgers Scarlet Knights
8,Northwestern Wildcats,757.6639313600001,153.0029875,off_target,False,-82.11539847073334,35.84519074002051,2024-10-12,4,4,Rutgers Scarlet Knights
9,Northwestern Wildcats,628.00875415,153.00042914999995,on_target,True,-42.98737566321084,35.84595628168176,2024-10-12,4,4,Rutgers Scarlet Knights
10,Northwestern Wildcats,628.00875415,153.00042914999995,on_target,True,-42.98737566321084,35.84595628168176,2024-10-12,4,4,Rutgers Scarlet Knights
11,Northwestern Wildcats,628.00875415,153.00042914999997,on_target,True,-42.98737566321084,35.84595628168175,2024-10-12,4,4,Rutgers Scarlet Knights
12,Northwestern Wildcats,674.5463449599999,152.9957,on_target,False,-57.031735123469886,35.847371397419316,2024-10-12,4,4,Rutgers Scarlet Knights
13,Northwestern Wildcats,674.5463449599999,152.9957,on_target,False,-57.031735123469886,35.847371397419316,2024-10-12,4,4,Rutgers Scarlet Knights
14,Northwestern Wildcats,674.5463449599999,152.9957,on_target,False,-57.031735123469886,35.847371397419316,2024-10-12,4,4,Rutgers Scarlet Knights
15,Northwestern Wildcats,627.99715945,297.6873924500002,on_target,True,-42.98387655352771,-7.449096484192836,2024-10-12,4,4,Rutgers Scarlet Knights
16,Northwestern Wildcats,627.99715945,297.6873924500002,on_target,True,-42.98387655352771,-7.449096484192836,2024-10-12,4,4,Rutgers Scarlet Knights
17,Northwestern Wildcats,627.99715945,297.6873924500001,on_target,True,-42.98387655352771,-7.449096484192836,2024-10-12,4,4,Rutgers Scarlet Knights
18,Northwestern Wildcats,757.619864,434.1725875,off_target,False,-82.1020995905478,-48.28991300750447,2024-10-12,4,4,Rutgers Scarlet Knights
19,Northwestern Wildcats,757.619864,434.1725875,off_target,False,-82.1020995905478,-48.28991300750447,2024-10-12,4,4,Rutgers Scarlet Knights
0,Northwestern Wildcats,667.37874627,168.08004726999994,on_target,True,-54.86865940946858,31.333643304036748,2024-10-19,5,4,Michigan Wolverines
1,Northwestern Wildcats,667.37874627,168.08004726999994,on_target,True,-54.86865940946858,31.333643304036748,2024-10-19,5,4,Michigan Wolverines
2,Northwestern Wildcats,667.37874627,168.08004726999997,on_target,True,-54.86865940946858,31.33364330403674,2024-10-19,5,4,Michigan Wolverines
3,Northwestern Wildcats,674.5502655,163.7963625,on_target,False,-57.03291828469679,32.6154613332463,2024-10-19,5,4,Michigan Wolverines
4,Northwestern Wildcats,674.5502655,163.7963625,on_target,False,-57.03291828469679,32.6154613332463,2024-10-19,5,4,Michigan Wolverines
5,Northwestern Wildcats,674.5502655,163.79636250000001,on_target,False,-57.03291828469679,32.615461333246294,2024-10-19,5,4,Michigan Wolverines
6,Northwestern Wildcats,674.54338338,434.17597650000005,on_target,False,-57.03084136224665,-48.290927106705084,2024-10-19,5,4,Michigan Wolverines
7,Northwestern Wildcats,674.54338338,434.17597650000005,on_target,False,-57.03084136224665,-48.290927106705084,2024-10-19,5,4,Michigan Wolverines
8,Northwestern Wildcats,674.54338338,434.17597650000005,on_target,False,-57.03084136224665,-48.290927106705084,2024-10-19,5,4,Michigan Wolverines
9,Northwestern Wildcats,757.6411288000002,152.9982,off_target,False,-82.10851699398134,35.8466233159789,2024-10-19,5,4,Michigan Wolverines
10,Northwestern Wildcats,757.6411288,152.9982,off_target,False,-82.10851699398131,35.8466233159789,2024-10-19,5,4,Michigan Wolverines
11,Northwestern Wildcats,757.6247020799999,434.1754115,off_target,False,-82.10355965183231,-48.290758040299536,2024-10-19,5,4,Michigan Wolverines
12,Northwestern Wildcats,757.62470208,434.1754115,off_target,False,-82.10355965183234,-48.290758040299536,2024-10-19,5,4,Michigan Wolverines
0,Michigan Wolverines,757.6264008,152.9951375,off_target,False,-82.10407230050814,35.847539715743416,2024-10-19,4,5,Northwestern Wildcats
1,Michigan Wolverines,757.6264007999999,152.9951375,off_target,False,-82.10407230050811,35.847539715743416,2024-10-19,4,5,Northwestern Wildcats
2,Michigan Wolverines,757.6447424,297.71794750000004,off_target,False,-82.10960752523707,-7.458239550519167,2024-10-19,4,5,Northwestern Wildcats
3,Michigan Wolverines,757.6447424,297.71794750000004,off_target,False,-82.10960752523707,-7.458239550519167,2024-10-19,4,5,Northwestern Wildcats
0,UIC Flames,638.77698681,511.97002750000007,off_target,False,-46.23706967608281,-71.56944139781356,2024-09-03,4,4,Northwestern Wildcats
1,UIC Flames,638.77698681,511.97002750000007,off_target,False,-46.23706967608281,-71.56944139781356,2024-09-03,4,4,Northwestern Wildcats
2,UIC Flames,638.77698681,511.9700275000001,off_target,False,-46.23706967608281,-71.56944139781356,2024-09-03,4,4,Northwestern Wildcats
3,UIC Flames,628.0383120500001,153.00748750000002,on_target,False,-42.99629580207636,35.843844193427756,2024-09-03,4,4,Northwestern Wildcats
4,UIC Flames,628.0383120500001,153.00748750000002,on_target,False,-42.99629580207636,35.843844193427756,2024-09-03,4,4,Northwestern Wildcats
5,UIC Flames,628.0383120500001,153.0074875,on_target,False,-42.99629580207636,35.84384419342776,2024-09-03,4,4,Northwestern Wildcats
6,UIC Flames,674.56291892,297.719163,on_target,False,-57.03673690048218,-7.458603267715475,2024-09-03,4,4,Northwestern Wildcats
7,UIC Flames,674.56291892,297.719163,on_target,False,-57.03673690048218,-7.458603267715475,2024-09-03,4,4,Northwestern Wildcats
8,UIC Flames,674.56291892,297.719163,on_target,False,-57.03673690048218,-7.458603267715475,2024-09-03,4,4,Northwestern Wildcats
0,Northwestern Wildcats,627.9976142,152.99725,on_target,False,-42.98401379037976,35.84690758692626,2024-09-03,4,4,UIC Flames
1,Northwestern Wildcats,627.9976142,152.99725,on_target,False,-42.98401379037976,35.84690758692626,2024-09-03,4,4,UIC Flames
2,Northwestern Wildcats,627.9976141999999,152.99725,on_target,False,-42.98401379037972,35.84690758692626,2024-09-03,4,4,UIC Flames
3,Northwestern Wildcats,637.31416388,537.8651844999999,off_target,False,-45.79561126153989,-79.31811593714295,2024-09-03,4,4,UIC Flames
4,Northwestern Wildcats,637.31416388,537.8651844999999,off_target,False,-45.79561126153989,-79.31811593714295,2024-09-03,4,4,UIC Flames
5,Northwestern Wildcats,622.9721469799999,537.8501994999999,off_target,False,-41.467401802845075,-79.31363193698911,2024-09-03,4,4,UIC Flames
6,Northwestern Wildcats,622.9721469799999,537.8501994999999,off_target,False,-41.467401802845075,-79.31363193698911,2024-09-03,4,4,UIC Flames
7,Northwestern Wildcats,633.01655373,537.8649995000001,off_target,False,-44.49865581721792,-79.3180605791164,2024-09-03,4,4,UIC Flames
8,Northwestern Wildcats,633.0165537299999,537.8649995000001,off_target,False,-44.498655817217895,-79.3180605791164,2024-09-03,4,4,UIC Flames
9,Northwestern Wildcats,657.3692553600001,474.80425635999995,on_target,True,-51.84794248133687,-60.448231954400455,2024-09-03,4,4,UIC Flames
10,Northwestern Wildcats,657.3692553600001,474.80425635999995,on_target,True,-51.84794248133687,-60.448231954400455,2024-09-03,4,4,UIC Flames
11,Northwestern Wildcats,657.3692553600001,474.80425635999995,on_target,True,-51.84794248133687,-60.448231954400455,2024-09-03,4,4,UIC Flames
12,Northwestern Wildcats,627.9922387,434.178543,on_target,False,-42.9823915436548,-48.29169508711179,2024-09-03,4,4,UIC Flames
13,Northwestern Wildcats,627.9922387,434.178543,on_target,False,-42.9823915436548,-48.29169508711179,2024-09-03,4,4,UIC Flames
14,Northwestern Wildcats,627.9922387,434.178543,on_target,False,-42.9823915436548,-48.29169508711179,2024-09-03,4,4,UIC Flames
15,Northwestern Wildcats,628.02515485,60.1216795,off_target,False,-42.99232515290706,63.638303810515396,2024-09-03,4,4,UIC Flames
16,Northwestern Wildcats,628.02515485,60.1216795,off_target,False,-42.99232515290706,63.638303810515396,2024-09-03,4,4,UIC Flames
17,Northwestern Wildcats,696.02908225,483.4636125,on_target,False,-63.51490882111305,-63.039393400110356,2024-09-03,4,4,UIC Flames
18,Northwestern Wildcats,696.02908225,483.4636125,on_target,False,-63.51490882111305,-63.039393400110356,2024-09-03,4,4,UIC Flames
19,Northwestern Wildcats,696.0290822499999,483.46361250000007,on_target,False,-63.51490882111301,-63.039393400110356,2024-09-03,4,4,UIC Flames
20,Northwestern Wildcats,627.978116,297.70532000000003,on_target,False,-42.978129520806235,-7.454460991163629,2024-09-03,4,4,UIC Flames
21,Northwestern Wildcats,627.978116,297.70532000000003,on_target,False,-42.978129520806235,-7.454460991163629,2024-09-03,4,4,UIC Flames
22,Northwestern Wildcats,627.978116,297.70532000000003,on_target,False,-42.978129520806235,-7.454460991163629,2024-09-03,4,4,UIC Flames
0,Indiana Hoosiers,635.89654974,146.53505174,on_target,True,-45.3677961939445,37.780607819960615,2024-10-30,5,4,Northwestern Wildcats
1,Indiana Hoosiers,635.89654974,146.53505174,on_target,True,-45.3677961939445,37.780607819960615,2024-10-30,5,4,Northwestern Wildcats
